出租方式,户型,建筑面积,层数,楼层,朝向,装修,地址,床,电视,冰箱,洗衣机,空调,热水器,标题,价格
整租,2室1厅1卫,70,8,高层,10,3,九洲中路240号,1,1,0,0,0,1,房源编号 309385329,1600
整租,2室2厅1卫,86,7,中层,10,3,九州开发区（144路公交上坡处右边，九州信用社对面）,1,1,0,0,0,1,房源编号 309385187,1600
整租,1室1厅1卫,50,6,高层,8,3,东岗东路瑞德大道,1,0,0,0,0,1,房源编号 306420698,1600
整租,2室1厅1卫,70,10,中层,10,3,段家滩路1376号,1,1,1,1,1,1,房源编号 307105336,2100
整租,3室2厅2卫,148,26,中层,10,4,城关区青白石街,1,1,0,0,1,1,房源编号 308787684,2500
整租,2室1厅1卫,60,6,高层,9,3,一只船南街，一只船小学对面,1,1,1,0,0,1,房源编号 307657930,1700
整租,2室2厅1卫,97,34,中层,暂无,4,和政路东街189号,1,1,1,1,1,1,房源编号 309304407,5000
整租,1室1厅1卫,44,30,高层,10,4,城关区青白石街,1,1,0,0,1,1,房源编号 308787207,1600
整租,3室1厅1卫,90,8,高层,8,2,段家滩路504-526号，商学院附近，电影制片厂家属,1,0,0,0,0,1,房源编号 307147311,2000
整租,2室2厅1卫,120,33,中层,暂无,3,火车站东路123号公交五公司,1,1,0,0,1,1,房源编号 308701659,2800
整租,2室2厅1卫,90,30,中层,暂无,4,火车站西路5号,1,1,0,0,1,1,房源编号 308701682,3600
整租,2室2厅1卫,108,33,高层,暂无,3,和政路东街189号,1,1,0,0,0,1,房源编号 309432183,5000
整租,1室2厅1卫,58,24,高层,暂无,3,火车站广场向西200米,0,1,0,0,0,1,房源编号 309432385,2500
整租,1室1厅1卫,44,30,中层,6,3,城关区青白石街,1,1,0,0,1,1,房源编号 308230211,1500
整租,2室2厅1卫,80,7,低层,10,3,拱星墩加油站对面,1,1,1,1,1,1,房源编号 307430457,1800
整租,2室1厅1卫,94,33,低层,4,4,兰州市城关区段家滩路450号,1,1,1,1,1,1,房源编号 309555295,2500
整租,1室1厅1卫,45,8,中层,2,3,南滨河东路198-476号,1,1,1,1,1,1,房源编号 309555014,1600
整租,2室2厅1卫,96,8,中层,9,4,一只船南街100号,1,1,0,1,1,1,房源编号 307656619,3300
整租,2室2厅1卫,90,6,高层,暂无,4,宋家滩99号,0,0,0,0,1,1,房源编号 309676745,3200
整租,4室2厅2卫,169,6,中层,暂无,4,宋家滩99号,0,0,0,0,1,1,房源编号 309676720,6300
整租,2室2厅1卫,104,26,高层,10,4,城关区青白石街,1,1,0,0,1,1,房源编号 307963483,2000
整租,3室2厅2卫,168,8,中层,10,3,苏家滩541号,1,1,0,1,0,1,房源编号 307554767,2500
整租,2室2厅1卫,97,33,中层,8,3,甘肃省兰州市城关区盐场路 附近,1,1,0,0,1,1,房源编号 308133633,2300
整租,2室1厅1卫,60,6,高层,10,3,雁滩路3642-3668号,1,1,1,1,1,1,房源编号 307501565,1600
整租,3室2厅1卫,106,24,低层,10,4,城关区青白石街,1,1,0,0,1,1,房源编号 307961150,2200
整租,1室0厅1卫,41,33,中层,8,4,和政路东街189号,1,1,1,1,0,1,房源编号 309433398,2400
整租,3室3厅2卫,189,19,中层,8,3,民主西路7号,0,1,0,0,1,1,房源编号 309433509,7500
整租,1室0厅1卫,41,32,中层,8,3,和政路东街189号,1,1,1,1,1,1,房源编号 309433473,2500
整租,4室2厅5卫,260,43,低层,10,5,天水北路与雁滩路交汇处,1,1,1,1,1,1,房源编号 307771385,18000
整租,3室2厅1卫,168,8,中层,10,3,苏家滩541号,1,1,1,1,1,1,房源编号 307496236,2500
整租,3室2厅2卫,125,18,低层,10,4,城关区青白石街,1,1,0,0,1,1,房源编号 307959697,1900
整租,2室2厅1卫,97,33,高层,7,3,排洪南路,1,1,1,1,1,1,房源编号 306516614,3500
整租,2室2厅1卫,90,32,中层,6,4,北滨河东路66-88号,1,1,0,0,1,1,房源编号 308133973,3400
整租,4室2厅2卫,150,10,中层,8,3,雁兴路3100号,1,1,0,0,1,1,房源编号 309674862,1400
整租,2室2厅1卫,98,33,高层,暂无,4,城关区雁西路1382号,1,1,0,0,1,1,房源编号 308949969,3000
整租,2室2厅1卫,99,18,高层,8,4,雁北路（鸿运润园对面）,1,1,1,1,1,1,房源编号 308944588,3200
整租,2室2厅1卫,100,32,高层,8,4,雁北路(西邻辰北花园、鸿运润园，与天庆莱茵小镇相邻),1,1,1,1,1,1,房源编号 308947560,4500
整租,3室2厅2卫,143,28,低层,8,5,雁北路(西邻辰北花园、鸿运润园，与天庆莱茵小镇相邻),1,1,1,1,1,1,房源编号 308935331,7000
整租,2室1厅1卫,76,12,高层,10,3,段家滩路671-721号,1,1,1,1,1,1,房源编号 308727965,2300
整租,3室2厅4卫,230,43,低层,10,5,天水北路与雁滩路交汇处,1,1,1,1,1,1,房源编号 307770817,16000
整租,3室1厅1卫,105,29,中层,10,4,城关区青白石街,1,1,0,0,1,1,房源编号 307957348,2200
整租,2室2厅1卫,80,8,低层,10,5,东岗东路227号，三十二中旁边,1,1,1,1,1,1,房源编号 307399656,1800
整租,2室2厅1卫,100,32,高层,暂无,3,铁路局邮电大楼附近,1,1,0,0,1,1,房源编号 309401881,4300
整租,2室1厅1卫,60,6,高层,暂无,3,兰州市城关区立德巷1-9号,1,1,1,1,1,1,房源编号 309647258,1800
整租,3室2厅1卫,100,8,高层,暂无,3,五福巷26-42,1,1,0,0,1,1,房源编号 309640463,2700
整租,2室2厅1卫,110,9,高层,8,3,一只船南街100号,1,1,0,1,0,1,房源编号 307643152,2200
整租,3室2厅2卫,200,18,中层,暂无,3,张掖路1号、2号,1,1,0,0,1,1,房源编号 309329148,13000
整租,2室2厅2卫,115,33,中层,8,3,雁滩黄河大桥向东800米,0,0,0,0,0,1,房源编号 307035176,4000
整租,2室2厅1卫,80,8,中层,8,3,雁滩路3734号,1,1,0,0,0,1,房源编号 308924390,2000
整租,5室2厅5卫,260,45,低层,10,4,天水北路与雁滩路交汇处,0,0,1,1,1,1,房源编号 290364350,16600
整租,2室1厅1卫,60,3,高层,10,4,段家滩路1265-1517号，五里铺桥北(原灯泡厂院,1,1,1,1,1,1,房源编号 308727845,2500
整租,1室1厅1卫,54,30,高层,2,4,东岗东路1999号(兰新商业广场内瑞德尔超市对面),1,1,1,1,1,1,房源编号 307397773,2600
整租,2室2厅1卫,105,26,低层,6,3,城关区中林路35-41号,1,1,0,0,1,1,房源编号 309457680,2600
整租,2室1厅1卫,90,30,低层,10,2,南面滩138路终点站可口可乐加油站东侧,1,0,0,0,0,1,房源编号 307458107,2100
整租,3室2厅2卫,120,32,低层,6,3,和政路东街189号,1,0,0,0,0,1,房源编号 307899883,6000
整租,2室2厅1卫,93,33,低层,10,4,兰州市城关区高新路101号,0,0,0,0,0,1,房源编号 306912939,2500
整租,4室2厅2卫,160,18,低层,8,3,东岗西路723-763,1,1,1,1,1,1,房源编号 309470697,6000
整租,3室2厅2卫,130,34,高层,8,3,东岗东路450号,1,1,1,1,1,1,房源编号 307756533,3000
整租,2室1厅1卫,75,8,中层,10,2,汽配市场家属院（雁滩路2001-2986号）,1,0,0,0,0,1,房源编号 307495100,2000
整租,2室1厅1卫,97,10,低层,10,4,段家滩路1265-1517号，五里铺桥北(原灯泡厂院,1,1,1,1,1,1,房源编号 308727042,2600
整租,3室2厅2卫,104,6,低层,10,4,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,0,0,0,1,房源编号 309562252,3200
整租,3室2厅2卫,136,33,低层,10,4,团结路1号旁,1,1,1,1,1,1,房源编号 309637036,5800
整租,2室2厅1卫,80,7,中层,10,4,南河路1582-1622号,1,0,0,0,0,1,房源编号 309559039,2200
整租,2室2厅1卫,104,8,高层,9,2,嘉峪关东路131—137路,1,1,1,1,1,1,房源编号 309435884,2000
整租,2室2厅1卫,108,17,低层,10,3,火车站西路580号,1,1,0,0,1,1,房源编号 309641343,3200
整租,1室1厅1卫,30,6,低层,8,2,南滨河东路198-476号,0,0,0,0,0,0,房源编号 306416014,1400
整租,1室2厅1卫,58,24,中层,7,3,火车站广场向西200米,0,1,0,0,0,1,房源编号 309641432,2700
整租,3室2厅1卫,190,19,高层,5,3,民主西路7号,1,1,0,0,1,1,房源编号 309514847,7500
整租,2室2厅1卫,72,28,中层,6,3,和政东街310号，金轮广场附近,1,1,0,0,0,1,房源编号 309514647,3600
整租,2室2厅1卫,90,30,高层,暂无,3,火车站西路5号,1,1,0,0,1,1,房源编号 309641806,2600
整租,2室1厅1卫,76,30,低层,2,3,火车站西路5号,0,1,0,0,1,1,房源编号 309641392,2800
整租,2室1厅1卫,82,9,中层,4,3,段家滩路720号,1,1,1,1,1,1,房源编号 308726954,2400
整租,2室1厅1卫,70,6,中层,10,3,兰州市雁儿湾路213-219,1,1,1,1,1,1,房源编号 307755225,1500
整租,2室2厅1卫,95,33,高层,10,4,兰州市城关区高新路101号,1,0,1,1,0,1,房源编号 309557378,3000
整租,3室2厅2卫,145,26,中层,8,2,雁滩路3585号,0,0,0,0,1,1,房源编号 309383845,5600
整租,2室1厅1卫,75,8,低层,8,3,火车站东路400,1,1,0,0,1,1,房源编号 309526044,2300
整租,2室2厅1卫,96,34,低层,8,4,旧大路257号附近,1,1,1,1,1,1,房源编号 309529897,3600
整租,4室2厅4卫,258,45,低层,8,5,天水北路与雁滩路交汇处,0,1,0,0,0,1,房源编号 309545679,17000
整租,2室1厅1卫,76,8,中层,8,3,铁路新村东街342号,1,1,0,0,1,1,房源编号 309614038,2700
整租,2室2厅1卫,110,32,低层,8,3,秦安路1-39号,1,1,1,1,1,1,房源编号 309580684,4600
整租,2室0厅1卫,40,8,高层,7,3,西关十字木塔巷,1,1,0,0,1,1,房源编号 309539738,1300
整租,2室1厅1卫,60,33,高层,8,3,静宁北路滨河路十字,0,1,0,0,0,1,房源编号 309407972,3000
整租,2室1厅1卫,70,10,低层,暂无,3,武都路98号,1,1,1,1,1,1,房源编号 309611691,2600
整租,2室2厅1卫,92,18,高层,10,4,雁滩大桥向东，鸿运润园东侧,1,1,0,0,0,0,房源编号 306668362,3500
整租,1室1厅1卫,69,26,中层,暂无,4,雁滩大桥向东，鸿运润园东侧,1,1,0,0,1,1,房源编号 309342713,2600
整租,2室2厅2卫,100,31,中层,10,4,高新开发区T605号规划路以南，甘联大以东,1,1,1,1,1,1,房源编号 309304645,2500
整租,2室2厅1卫,130,28,低层,暂无,4,雁兴路3330号附近,1,1,0,0,1,1,房源编号 309305598,3000
整租,2室2厅1卫,98,33,低层,5,4,兰州市城关区雁西路1382号,0,0,0,0,0,0,房源编号 309672033,2500
整租,2室2厅1卫,101,32,中层,暂无,5,雁北路（鸿运润园对面）,1,1,0,0,1,1,房源编号 309011815,4500
整租,4室2厅5卫,263,45,低层,暂无,5,天水北路与雁滩路交汇处,1,1,1,1,1,1,房源编号 309023789,20000
整租,2室1厅1卫,72,8,高层,10,3,南砖瓦窑216号，和平饭店旁边,1,1,0,0,1,1,房源编号 309406677,2200
整租,1室1厅1卫,48,34,中层,4,4,和政路东街189号,0,1,0,0,0,1,房源编号 309406723,2380
整租,1室0厅1卫,40,32,高层,暂无,2,和政路东街189号,0,1,0,0,1,1,房源编号 309406041,2400
整租,3室2厅2卫,133,32,低层,8,2,和政路东街189号,0,1,0,0,1,1,房源编号 309648899,6000
整租,1室1厅1卫,20,6,低层,9,2,农民巷教师进修附小对面,0,0,0,0,0,0,房源编号 302250789,1400
整租,1室1厅1卫,20,7,中层,8,3,雁滩路2618号,1,0,0,1,0,1,房源编号 309541054,1200
整租,4室2厅4卫,230,45,低层,10,5,天水北路与雁滩路交汇处,0,1,1,1,1,1,房源编号 304739825,16600
整租,1室1厅1卫,48,30,低层,暂无,4,雁北路（鸿运润园对面）,1,1,1,1,1,1,房源编号 309084802,2600
整租,2室2厅2卫,143,22,高层,暂无,4,雁滩黄河大桥向东800米,1,1,0,0,1,1,房源编号 309076663,5000
整租,2室2厅1卫,110,9,高层,8,2,一只船南街100号,1,1,0,1,0,1,房源编号 306777930,2200
整租,1室1厅1卫,60,9,中层,8,2,闵家桥137号,1,0,0,0,0,1,房源编号 306411629,1500
整租,5室1厅2卫,15,32,中层,8,2,雁滩大桥向东800米,1,0,0,1,0,0,房源编号 302250671,1300
整租,2室1厅1卫,79,33,中层,9,3,城关区火车站东路438-458号,1,1,0,0,0,1,房源编号 309628911,2800
整租,3室1厅1卫,80,8,中层,10,2,南砖瓦窑216号，和平饭店旁边,1,1,0,1,0,1,房源编号 309628999,2500
整租,2室2厅1卫,97,34,中层,5,4,和政路东街189号,1,1,1,1,1,1,房源编号 309628497,4400
整租,2室2厅1卫,100,32,高层,3,3,铁路局邮电大楼附近,1,1,0,0,1,1,房源编号 309628576,3800
整租,2室2厅1卫,120,33,中层,5,3,火车站东路123号公交五公司,1,1,0,0,1,1,房源编号 309628964,2800
整租,2室2厅1卫,108,33,高层,8,3,和政路东街189号,1,1,0,0,0,1,房源编号 309622011,5000
整租,2室0厅1卫,56,8,中层,9,3,火车站东路105号附近,1,1,0,0,1,1,房源编号 309628741,1600
整租,2室1厅1卫,70,8,高层,10,3,民主西路182-212号,1,1,1,1,1,1,房源编号 309628659,2000
整租,1室0厅1卫,41,25,高层,1,3,火车站广场向西200米,1,1,0,0,1,1,房源编号 309628532,2000
整租,4室1厅1卫,183,28,中层,暂无,3,静宁路158号,1,1,0,0,1,1,房源编号 309662331,10000
整租,2室1厅2卫,108,18,中层,3,2,西关中山路215号，亚欧商厦对面,1,1,0,0,1,1,房源编号 309273824,3300
整租,2室2厅1卫,113,33,高层,8,3,兰州市东岗西路469号,0,0,0,0,1,1,房源编号 306805410,7000
整租,2室1厅1卫,76,32,高层,10,3,甘肃省兰州市城关区盐场路 附近,1,1,0,0,1,1,房源编号 308253088,2400
整租,2室1厅1卫,89,22,中层,7,4,甘肃省兰州市城关区盐场路 附近,1,1,0,0,1,1,房源编号 308252080,2600
整租,2室2厅1卫,104,8,中层,9,4,滩尖子421号,1,1,1,1,1,1,房源编号 309509692,3000
整租,2室2厅1卫,96,8,中层,9,4,麦积山路一只船小学斜对面,1,1,1,1,1,1,房源编号 306191187,3500
整租,2室0厅1卫,60,6,高层,10,2,麦积山路一只船小学斜对面,1,0,0,0,0,1,房源编号 306179238,1800
整租,2室0厅1卫,45,8,中层,8,3,兰林路42号,1,1,0,0,1,1,房源编号 309562813,1600
整租,2室2厅1卫,86,30,中层,暂无,3,城关区北面滩新村以东、甘肃联合大学以西、中广宜景湾尚,1,1,1,1,1,1,房源编号 309472967,2500
整租,3室2厅2卫,150,31,高层,暂无,4,高新开发区T605号规划路以南，甘联大以东,1,1,0,0,1,1,房源编号 309473884,3000
整租,2室2厅1卫,123,26,高层,8,4,雁滩黄河大桥向东800米,1,0,1,1,1,1,房源编号 307154132,4000
整租,2室2厅1卫,97,34,中层,暂无,4,和政路东街189号,1,1,1,1,1,1,房源编号 309503049,5000
整租,2室2厅1卫,100,32,高层,3,3,铁路局邮电大楼附近,1,1,0,0,1,1,房源编号 309669273,3800
整租,1室0厅1卫,41,25,高层,1,3,火车站广场向西200米,1,1,1,1,0,1,房源编号 309669254,2500
整租,1室0厅1卫,41,33,中层,1,4,和政路东街189号,1,1,1,1,0,1,房源编号 309669239,2100
整租,2室1厅1卫,72,8,高层,10,3,南砖瓦窑216号，和平饭店旁边,1,1,0,0,1,1,房源编号 309669217,2200
整租,2室2厅1卫,108,24,低层,4,4,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,1,1,1,1,房源编号 309454131,3200
整租,2室2厅1卫,104,32,高层,10,2,"原和平饭店西面（东临天水南路,南临和政路）",0,1,0,0,0,1,房源编号 309669173,3200
整租,2室2厅2卫,92,14,低层,10,4,雁滩雁南路 中粮可口可乐公司对面,1,1,1,1,0,1,房源编号 309449665,3200
整租,2室2厅1卫,104,6,低层,10,4,雁滩雁兴路116、130、124路车终点(天庆花园东,1,0,0,0,0,1,房源编号 309180323,2800
整租,2室2厅1卫,120,33,中层,5,3,火车站东路123号公交五公司,1,1,0,0,1,1,房源编号 309669135,2800
整租,2室1厅1卫,93,30,高层,8,2,东岗东路1999号(兰新商业广场内瑞德尔超市对面),1,0,0,0,0,0,房源编号 308876934,3400
整租,1室2厅1卫,58,24,高层,7,3,火车站广场向西200米,0,1,0,0,0,1,房源编号 309669117,2500
整租,2室2厅1卫,108,17,低层,10,3,火车站西路580号,1,1,0,0,1,1,房源编号 309669083,3000
整租,2室1厅1卫,88,30,中层,6,2,城关区东岗东路2704号对面,0,0,0,0,1,1,房源编号 306920830,3000
整租,1室2厅1卫,75,17,低层,10,4,火车站西路580号,1,1,0,0,1,1,房源编号 309669067,2500
整租,2室2厅1卫,83,26,低层,7,4,城关区青白石街,1,1,0,0,1,1,房源编号 307622842,1700
整租,2室2厅1卫,80,26,低层,7,4,城关区青白石街,0,0,0,0,0,0,房源编号 307988190,2400
整租,2室2厅2卫,104,8,低层,9,3,兰州市城关区畅家巷90-96号（广场西口招银大厦侧）,1,1,0,0,1,1,房源编号 309273918,4200
整租,2室2厅1卫,104,8,高层,9,2,嘉峪关东路131—137路,1,1,1,1,1,1,房源编号 309525634,2000
整租,2室2厅1卫,104,8,高层,9,2,嘉峪关东路131—137路,1,1,1,1,1,1,房源编号 309525537,2000
整租,4室2厅4卫,258,45,低层,暂无,5,天水北路与雁滩路交汇处,0,1,0,0,0,1,房源编号 309557921,17000
整租,1室2厅1卫,44,33,高层,8,4,和政路东街189号,1,1,1,1,0,1,房源编号 309557851,3000
整租,2室2厅1卫,93,33,中层,8,3,雁滩大桥向东，鸿运润园东侧,1,1,1,1,1,1,房源编号 306133609,3300
整租,2室1厅1卫,70,10,高层,2,3,东岗东路瑞德大道,1,1,1,1,0,0,房源编号 307384593,3000
整租,2室1厅1卫,60,8,中层,10,3,静宁路311-313号,1,1,1,1,1,1,房源编号 309530813,2400
整租,2室2厅2卫,128,9,低层,暂无,3,中街子20号,1,1,0,0,1,1,房源编号 309643292,2800
整租,3室2厅2卫,154,18,高层,10,4,雁滩黄河大桥向东800米,0,0,0,0,0,0,房源编号 309666776,4500
整租,2室2厅1卫,106,25,高层,8,4,火车站广场向西200米,1,1,0,0,0,1,房源编号 309640178,3600
整租,2室1厅1卫,75,8,高层,8,3,火车站东路400,1,1,0,0,1,1,房源编号 309644261,2700
整租,1室0厅1卫,40,6,低层,暂无,3,雁滩路 2219号,1,1,0,0,1,1,房源编号 309469017,1000
整租,2室2厅1卫,93,8,中层,10,4,雁滩路3824-3840号,1,0,1,1,0,1,房源编号 305992329,3000
整租,3室2厅1卫,139,33,中层,2,3,城关区雁西路1382号,0,0,0,0,0,1,房源编号 307282547,3500
整租,2室2厅1卫,104,9,低层,10,2,段家滩路1265-1517号，五里铺桥北(原灯泡厂院,0,0,0,0,0,1,房源编号 308046967,2200
整租,2室2厅1卫,93,8,中层,10,4,雁滩路3824-3840号,1,0,1,1,0,1,房源编号 305991913,3000
整租,3室2厅1卫,141,26,低层,10,4,雁北路2728号,1,1,1,1,1,1,房源编号 307544029,4800
整租,3室2厅2卫,160,8,中层,10,3,贡元巷53-59,1,1,0,0,1,1,房源编号 309664662,4500
整租,3室2厅2卫,160,8,中层,10,3,贡元巷53-59,1,1,0,0,1,1,房源编号 309408248,4500
整租,1室1厅1卫,100,28,中层,5,3,张掖路中段商业步行街（隍庙口）,1,1,0,0,1,1,房源编号 309273867,4200
整租,2室2厅1卫,104,32,低层,8,4,雁北路(西邻辰北花园、鸿运润园，与天庆莱茵小镇相邻),0,0,0,0,0,1,房源编号 308431440,3500
整租,3室2厅2卫,120,9,低层,6,3,贡元巷53-59号,1,1,0,0,1,1,房源编号 309663497,4000
整租,3室2厅1卫,150,9,中层,8,3,静宁路199-217号,1,1,1,1,1,1,房源编号 309657504,4800
整租,3室2厅2卫,150,14,低层,10,3,雁滩黄河大桥向东800米,0,0,0,0,0,1,房源编号 308614129,5500
整租,2室2厅1卫,114,6,低层,8,2,雁北路1201-1499号,1,1,0,0,1,1,房源编号 309533257,2100
整租,4室2厅2卫,200,18,中层,暂无,2,雁滩黄河大桥向东800米,1,1,1,1,1,1,房源编号 309536319,10000
整租,3室2厅2卫,147,14,高层,暂无,4,雁滩黄河大桥向东800米,0,1,0,0,0,1,房源编号 309492283,4500
整租,1室1厅1卫,60,8,中层,8,3,新武都路232号,1,1,0,0,1,1,房源编号 309556792,1700
整租,1室1厅1卫,65,8,高层,8,2,武都路212号,1,1,0,0,1,1,房源编号 309556673,1900
整租,3室2厅2卫,190,18,高层,暂无,3,张掖路1号、2号,1,1,0,0,1,1,房源编号 309556658,9000
整租,2室1厅1卫,60,8,高层,8,4,东城壕30-38号,1,1,1,1,1,1,房源编号 309662454,1800
整租,2室2厅1卫,90,9,高层,10,2,雁滩大桥向东，鸿运润园东侧,0,0,0,0,1,1,房源编号 308872903,2300
整租,3室2厅2卫,169,32,中层,10,3,高新开发区T605号规划路以南，甘联大以东,1,0,0,0,0,1,房源编号 309506034,5200
整租,2室1厅1卫,105,7,高层,暂无,2,雁滩路2618号,1,1,0,0,1,1,房源编号 309535071,2300
整租,2室2厅1卫,106,25,高层,8,4,火车站广场向西200米,1,1,0,0,0,1,房源编号 309558548,3600
整租,2室2厅1卫,90,30,低层,8,3,火车站西路5号,1,1,0,0,1,1,房源编号 309558600,2800
整租,3室2厅1卫,103,26,高层,10,3,城关区青白石街,1,1,0,0,1,1,房源编号 309474965,2000
整租,2室2厅1卫,110,25,中层,暂无,3,静宁路十字澳兰名门东侧,1,1,0,0,1,1,房源编号 309275370,3500
整租,2室1厅1卫,65,8,高层,暂无,3,城关区秦安路144号,1,1,0,0,1,1,房源编号 309542939,1800
整租,4室2厅2卫,148,18,高层,10,4,城关区青白石街,1,1,0,0,1,1,房源编号 309474104,2700
整租,2室2厅2卫,130,9,低层,10,3,中街子20号,1,1,1,1,1,1,房源编号 309645113,2800
整租,2室1厅1卫,79,26,高层,10,4,城关区青白石街,1,1,0,0,1,1,房源编号 309473019,1800
整租,2室1厅1卫,88,8,高层,暂无,3,静宁路北口,1,1,0,0,1,1,房源编号 309556901,2500
整租,2室0厅1卫,45,8,中层,暂无,3,兰林路42号,1,1,0,0,1,1,房源编号 309557031,1600
整租,1室1厅1卫,48,9,中层,暂无,3,贡元巷53-59号,1,1,0,0,1,1,房源编号 309556914,1700
整租,2室2厅1卫,75,7,中层,8,3,箭道巷19号,1,1,0,0,1,1,房源编号 309557007,2300
整租,2室0厅1卫,50,8,高层,8,3,武都路212号,1,1,0,0,1,1,房源编号 309556880,1500
整租,2室2厅1卫,102,8,中层,暂无,3,静宁路250号,1,1,0,0,1,1,房源编号 309556986,2200
整租,3室2厅1卫,101,26,中层,10,4,城关区青白石街,1,1,0,0,1,1,房源编号 309471625,2200
整租,2室2厅1卫,104,6,中层,10,3,雁北路1201-1499号,1,1,1,1,0,1,房源编号 307280933,2700
整租,6室1厅1卫,223,28,中层,10,3,庆阳路340号,0,0,0,0,0,1,房源编号 307775551,15000
整租,3室2厅1卫,120,6,中层,暂无,3,城关区秦安路144号,1,1,0,0,1,1,房源编号 309276246,3500
